,Filename,Count,MP_ID,nElements,EboveHull,Material,FormationEnergy,Predicted_CT
117154,117158_La1Mg14Co1.poscar,117159,mp-1026886,3,0.104007417,LaMg14Co,0.061157094,5.993776
117186,117190_Li2Ca2Mg12.poscar,117191,mp-1023253,3,0.080478555,LiCaMg6,0.012478833,5.385835
117206,117210_Mg1Ti3O6.poscar,117211,mp-2217084,3,0.205045106,MgTi3O6,-3.131925406,9.106728
117218,117222_Mg1Ti3.poscar,117223,mp-1094330,2,0.145059299,MgTi3,0.139930365,5.579886
117226,117230_Pr1Mg12.poscar,117231,mp-30776,2,0.014461522,PrMg12,-0.03889431,5.354936
117231,117235_Sr2Mg1Cu1W1O6.poscar,117236,mp-2217957,5,0.214308077,Sr2MgCuWO6,-2.503442999,12.657256
117247,117251_Ba2Mg1Nb4O12.poscar,117252,mp-2230071,4,0.125707444,Ba2MgNb4O12,-3.026383671,6.692797
117256,117260_La1Mg2Mn3S8.poscar,117261,mp-1246759,4,0.121182108,LaMg2Mn3S8,-1.261380105,9.018276
117264,117268_Mg14Zr1C1.poscar,117269,mp-1027875,3,0.394409968,Mg14ZrC,0.284564571,4.3420343
117272,117276_Na8Mg1Ti2O8.poscar,117277,mp-2230276,4,0.214667351,Na8MgTi2O8,-2.12891106,4.295826
117276,117280_Mg7Nb1.poscar,117281,mp-1079163,2,0.127141586,Mg7Nb,0.112649775,5.0703945
117300,117304_Ca1Mg30Cd1O32.poscar,117305,mp-1037934,4,0.028162695,CaMg30CdO32,-2.982139723,56.253574
117303,117307_Mg4Si8.poscar,117308,mp-1073371,2,0.231222148,MgSi2,0.166859445,2.502442
117308,117312_Mg2P12H48N8O44.poscar,117313,mp-1202715,5,0.019280204,MgP6H24(N2O11)2,-1.673595145,35.591625
117310,117314_Y1Mg6Cu1O8.poscar,117315,mp-1032771,4,0.201500074,YMg6CuO8,-2.770067834,14.846518
117316,117320_Mg1Fe8O8F8.poscar,117321,mp-2220495,4,0.153288802,MgFe8(OF)8,-2.120670122,4.0184956
117321,117325_Ba6Mg2Ti2W2O18.poscar,117326,mp-1228118,5,0.006111623,Ba3MgTiWO9,-3.1295596,10.5291195
117322,117326_Ca1Mg14Zn1.poscar,117327,mp-1028158,3,0.066306026,CaMg14Zn,0.007032099,5.2395563
117325,117329_Mg2Mn1V3S8.poscar,117330,mp-1247028,4,0.096949237,Mg2MnV3S8,-1.223282918,2.536315
117340,117344_Mg1V2Bi2Pb2O10.poscar,117345,mp-2215962,5,0.202279899,MgV2Bi2(PbO5)2,-1.909665777,6.8193316
117348,117352_Mg12Si12.poscar,117353,mp-1073750,2,0.152762957,MgSi,0.056218902,2.6789963
117352,117356_Hf2Mg12Zr2.poscar,117357,mp-1022384,3,0.153814213,HfMg6Zr,0.137713555,3.877132
117360,117364_Mg1Mn5Cr1P6O24.poscar,117365,mp-2220219,5,0.112043309,MgMn5Cr(PO4)6,-2.453946173,13.491237
117363,117367_K1Mg6Sb1O8.poscar,117368,mp-1030963,4,0.33780872,KMg6SbO8,-2.424555325,43.06389
117365,117369_Mg1Te4Mo2W2S4.poscar,117370,mp-2219347,5,0.255386563,MgTe4Mo2(WS2)2,-0.659090591,5.369427
117368,117372_Eu4Mg2S8.poscar,117373,mp-1232045,3,0.145633836,Eu2MgS4,-1.779223488,1.9496748
117370,117374_Mg4Mn4O8.poscar,117375,mp-1046065,3,0.198813621,MgMnO2,-2.318134101,5.2115498
117378,117382_Mg1Ti1Pd2.poscar,117383,mp-1096390,3,2.226892281,MgTiPd2,1.582507794,5.192903
117387,117391_Na12Mg3Zr9Si9S9O72.poscar,117392,mp-2713651,6,0.101872178,Na4MgZr3Si3(SO8)3,-2.785641429,9.689927
117389,117393_Mg8Si12.poscar,117394,mp-1072989,2,0.226086136,Mg2Si3,0.148850892,2.2081943
117418,117422_Mg4Ti2O8.poscar,117423,mp-33297,3,0.020400752,Mg2TiO4,-3.262016825,12.966039
117424,117428_Ba2Mg1Fe1W1O6.poscar,117429,mp-2223651,5,0.322198317,Ba2MgFeWO6,-2.365989548,8.097684
117426,117430_Mg6Cr1B1O8.poscar,117431,mp-1033299,4,0.456288574,Mg6CrBO8,-2.434135134,6.649878
117434,117438_Li1Mg2Pd1.poscar,117439,mp-977380,3,0.0,LiMg2Pd,-0.474215241,4.6873317
117438,117442_Mg6Mn1Cd1O8.poscar,117443,mp-1032689,4,0.081000634,Mg6MnCdO8,-2.627679947,31.54197
117446,117450_Ho14Mg6Rh4.poscar,117451,mp-1224189,3,0.003858985,Ho7Mg3Rh2,-0.387234313,4.273641
117463,117467_Hf1Mg14Bi1O16.poscar,117468,mp-1033793,4,0.356773076,HfMg14BiO16,-2.69244899,4.7560034
117472,117476_Mg1Ti3V5O16.poscar,117477,mp-1233709,4,0.065271639,MgTi3V5O16,-2.855908838,11.626885
117473,117477_Cs1Li1Mg14O15.poscar,117478,mp-1035441,4,0.251446847,CsLiMg14O15,-2.6643513,34.698074
117476,117480_Mg6Cr1Ni1O8.poscar,117481,mp-1031671,4,0.123412025,Mg6CrNiO8,-2.631323741,17.765587
117499,117503_Mg1Te4Mo2W2Se2S2.poscar,117504,mp-2219928,6,0.255472981,MgTe4Mo2W2(SeS)2,-0.616419054,11.912185
117502,117506_Mg12Nb2W2.poscar,117507,mp-1016587,3,0.378920025,Mg6NbW,0.356537254,4.4654026
117514,117518_K1Mg1Ag2Sb1S4.poscar,117519,mp-2240119,5,0.15191377,KMgAg2SbS4,-0.739542249,8.34569
117517,117521_Mg4Cd1Ag5.poscar,117522,mp-1222139,3,0.0,Mg4CdAg5,-0.219162875,2.9773831
117520,117524_K1Ce1Mg14.poscar,117525,mp-1099106,3,0.177818898,KCeMg14,0.159362398,5.6652827
117521,117525_Mg2Al2H10.poscar,117526,mp-1104429,3,0.011749794,MgAlH5,-0.194968307,32.49794
117523,117527_Mg3Zr1O4.poscar,117528,mp-1030618,3,0.356201556,Mg3ZrO4,-2.661056478,18.990547
117524,117528_Mg8Si16.poscar,117529,mp-1263094,2,0.283882276,MgSi2,0.219519572,3.2498813
117550,117554_Mg4Be4Al16O32.poscar,117555,mp-554364,4,0.04623024,MgBeAl4O8,-3.32014151,72.98524
117561,117565_Ba2Mg1V2S6.poscar,117566,mp-2217848,4,0.144226278,Ba2Mg(VS3)2,-1.58965734,2.2698836
117573,117577_Mg14V1Ni1O16.poscar,117578,mp-1034890,4,0.046246493,Mg14VNiO16,-2.868868648,30.716562
117591,117595_Mg2Zn2.poscar,117596,mp-1094956,2,0.104021994,MgZn,-0.017028735,4.233364
117594,117598_Li4Mg4Al12H48.poscar,117599,mp-1180600,4,0.028108501,LiMg(AlH4)3,-0.19299625,50.490677
117595,117599_Mg1Te4Mo1W3S4.poscar,117600,mp-2218455,5,0.244287196,MgTe4MoW3S4,-0.63107344,7.466962
117596,117600_Mg30Fe1B1O32.poscar,117601,mp-1037542,4,0.108615515,Mg30FeBO32,-2.895570958,5.698577
117599,117603_Ba1Mg1Fe2S4.poscar,117604,mp-2227469,4,0.453103932,BaMg(FeS2)2,-0.927751652,2.4637094
117608,117612_Mg3Ni3.poscar,117613,mp-978288,2,0.058299544,MgNi,-0.138553692,3.7830167
117613,117617_K4Mg2P4Se12.poscar,117618,mp-11643,4,0.0,K2Mg(PSe3)2,-0.980323746,4.809014
117617,117621_La1Mg14Bi1.poscar,117622,mp-1026730,3,0.145801055,LaMg14Bi,-0.003023468,4.381201
117625,117629_Li28Mg22N25.poscar,117630,mp-531773,3,0.032674479,Li28Mg22N25,-0.688339625,4.777
117633,117637_Ba1Y1Mg6O8.poscar,117638,mp-1032663,4,0.413575756,BaYMg6O8,-2.676994728,25.255402
117634,117638_Tb2Mg2Ni2.poscar,117639,mp-1077298,3,0.009537731,TbMgNi,-0.31054877,5.4654493
117640,117644_Mg1Ni1H1O2.poscar,117645,mp-2242025,4,0.425310839,MgNiHO2,-1.437172759,2.5419836
117651,117655_Mg4Sn6O16.poscar,117656,mp-1042442,3,0.043728341,Mg2Sn3O8,-2.368305007,5.0762763
117655,117659_Na3Mg1.poscar,117660,mp-982637,2,0.09973375,Na3Mg,0.09375021,3.8196015
117660,117664_Mg1Mn12O14F10.poscar,117665,mp-2220305,4,0.184609198,MgMn12(O7F5)2,-2.219044332,3.0633392
117661,117665_Mg16Al12Si1.poscar,117666,mp-1185706,3,0.036714517,Mg16Al12Si,2.38e-05,3.650712
117669,117673_Mg1Mn4Cu1O8.poscar,117674,mp-2228568,4,0.121730362,MgMn4CuO8,-1.903595321,9.078493
117682,117686_Cs1Mg6B1O8.poscar,117687,mp-1099263,4,0.654297831,CsMg6BO8,-2.287757359,54.72595
117685,117689_Y1Th9Mg1O20.poscar,117690,mp-1233450,4,0.160064018,YTh9MgO20,-4.064030965,5.5430183
117688,117692_Mg1V2Mo1O8.poscar,117693,mp-2218208,4,0.228375792,MgV2MoO8,-2.218228286,3.2607775
117690,117694_Mg4Zr10O24.poscar,117695,mp-675716,3,0.036095842,Mg2Zr5O12,-3.618280498,4.968378
117725,117729_Mg8Al16O32.poscar,117730,mp-530748,3,0.02711896,MgAl2O4,-3.347922294,51.46949
117729,117733_Mg18Si10.poscar,117734,mp-1074050,2,0.193100946,Mg9Si5,0.068972876,3.5094101
117735,117739_Mg1Co1Ni4O8.poscar,117740,mp-2226480,4,0.066394586,MgCo(NiO2)4,-1.312941647,13.95614
117738,117742_Mg2N2Cl6O12.poscar,117743,mp-1192273,4,0.890891549,MgN(ClO2)3,-0.117114571,5.363813
117745,117749_Mg14Si1Bi1.poscar,117750,mp-1026672,3,0.091987662,Mg14SiBi,0.017875081,5.2736487
117746,117750_Mg4V4P4O20.poscar,117751,mp-1273519,4,0.036914633,MgVPO5,-2.827644899,6.2834344
117754,117758_Mg2U4P4O44.poscar,117759,mp-1197247,4,0.497272846,MgU2(PO11)2,-1.523857458,2.8114524
117757,117761_Mg1Mn2V2O8.poscar,117762,mp-2219066,4,0.179681303,MgMn2V2O8,-2.262509756,23.074049
117765,117769_Mg1Mn8O13F3.poscar,117770,mp-1234922,4,0.173502373,MgMn8O13F3,-2.028805214,2.7915974
117768,117772_Mg30V1C1O32.poscar,117773,mp-1036878,4,0.129173958,Mg30VCO32,-2.858270384,5.557718
117782,117786_Mg5Al34O56.poscar,117787,mp-530754,3,0.129938219,Mg5Al34O56,-3.278117644,36.19556
117784,117788_Mg1Co6O9F3.poscar,117789,mp-2228353,4,0.181312238,MgCo6(O3F)3,-1.515571896,3.8195782
117787,117791_Mg14Nb1Cu1.poscar,117792,mp-1026901,3,0.122990626,Mg14NbCu,0.088303614,4.3640213
117794,117798_Na1Mg2Tl1.poscar,117799,mp-1095829,3,1.115987831,NaMg2Tl,1.042829133,22.95513
117804,117808_Mg1Ag4P4O12.poscar,117809,mp-1233098,4,0.212471739,MgAg4(PO3)4,-1.950655174,2.2168367
117805,117809_Rb1Mg14Ga1O16.poscar,117810,mp-1034082,4,0.20123855,RbMg14GaO16,-2.727499112,72.95335
117815,117819_Na15Hf3Mg9P9S9O72.poscar,117820,mp-2714645,6,0.049001557,Na5HfMg3P3(SO8)3,-2.646060074,5.894026
117816,117820_Mg2Sn4.poscar,117821,mp-1094235,2,0.120403448,MgSn2,0.026790737,17.82125
117824,117828_Sr4Mg1Mn3Cl2O8.poscar,117829,mp-2229807,5,0.263332352,Sr4MgMn3(ClO4)2,-2.422469574,3.6061497
117855,117859_Mg10Si18.poscar,117860,mp-1075725,2,0.269657248,Mg5Si9,0.200697208,2.369091
117870,117874_Mg1Co2H2O4.poscar,117875,mp-2222810,4,0.349771375,MgCo2(HO2)2,-1.338029137,6.89311
117872,117876_La3Mg2W2O12.poscar,117877,mp-1223130,4,0.119452683,La3Mg2(WO6)2,-3.034220545,5.344298
117875,117879_Eu3Mg1.poscar,117880,mp-1184342,2,0.013522771,Eu3Mg,-0.029527042,6.44491
117886,117890_K1Mg1Mn16O32.poscar,117891,mp-2216894,4,0.07578053,KMgMn16O32,-1.856723094,2.9178681
117891,117895_Sr3Mg1Ta2O9.poscar,117896,mp-1103508,4,0.0,Sr3MgTa2O9,-3.435026439,15.783251
117893,117897_Mg1Mn3Zn2O8.poscar,117898,mp-2226552,4,0.09513801,MgMn3Zn2O8,-1.999658768,5.8578367
117919,117923_Mg1Cr2Cd2O8.poscar,117924,mp-2218866,4,0.126699478,MgCr2Cd2O8,-1.80754086,7.200629
117925,117929_Mg12Cr2Cd2.poscar,117930,mp-1016619,3,0.155091806,Mg6CrCd,0.103341323,4.120257
117945,117949_Y1Mg14Fe1.poscar,117950,mp-1028242,3,0.134614887,YMg14Fe,0.095189126,5.7769995
117951,117955_Y1Hf1Mg14O16.poscar,117956,mp-1035835,4,0.204732368,YHfMg14O16,-2.872074864,40.49215
117959,117963_Cs1Mg14Mn1.poscar,117964,mp-1028152,3,0.333148785,CsMg14Mn,0.322723161,6.001065
117972,117976_Mg1Fe10O9F11.poscar,117977,mp-1233197,4,0.20156027,MgFe10O9F11,-2.088441847,2.7744813
117984,117988_Ba2Y1Mg1Ru1O6.poscar,117989,mp-2240594,5,0.363645068,Ba2YMgRuO6,-2.512201464,13.909552
117991,117995_Mg2In4Se8.poscar,117996,mp-1001034,3,0.035784262,Mg(InSe2)2,-0.973321649,5.6164374
117994,117998_Mg4Co4Si4O16.poscar,117999,mp-1222111,4,0.037791964,MgCoSiO4,-2.642006741,17.381813
118008,118012_Mg14Nb1Ni1O16.poscar,118013,mp-1034805,4,0.166021036,Mg14NbNiO16,-2.789553742,2.419272
118013,118017_Sr1Mg1.poscar,118018,mp-1094774,2,0.200900481,SrMg,0.131591072,3.2395372
118019,118023_Mg4Al24O40.poscar,118024,mp-530216,3,0.030694597,MgAl6O10,-3.375095557,39.376797
118023,118027_Mg12V2Co2.poscar,118028,mp-1022082,3,0.300341753,Mg6VCo,0.241349778,4.8219995
118029,118033_Mg1Cd4Cu4As4H4O20.poscar,118034,mp-1234626,6,0.105926549,MgCd4Cu4As4(HO5)4,-1.437183989,1.7078621
118030,118034_Mg1Te1Cl6O6.poscar,118035,mp-1104737,4,0.844744568,MgTe(ClO)6,-0.21335027,3.9827785
118033,118037_Mg1V3Co1Sn2P6O24.poscar,118038,mp-1234893,6,0.073142407,MgV3CoSn2(PO4)6,-2.515995231,7.1610036
118051,118055_Mg4Br8O4.poscar,118056,mp-1105711,3,0.400393909,MgBr2O,-1.14400825,1.8770115
118064,118068_Ba4Na1Mg1Cu1C2O10.poscar,118069,mp-2232061,6,0.247366571,Ba4NaMgCu(CO5)2,-2.275996705,11.332467
118073,118077_Na54Mg24Nb12P54O216.poscar,118078,mp-2715301,5,0.01369357,Na9Mg4Nb2(PO4)9,-2.80635412,5.888709
118074,118078_Mg1Te2Mo2W2Se4S2.poscar,118079,mp-2218919,6,0.249922899,MgTe2Mo2W2(Se2S)2,-0.756331042,12.612674
118085,118089_K2Na1Mg1V1O1F5.poscar,118090,mp-2241208,6,0.227092995,K2NaMgVOF5,-2.841889059,25.42193
118112,118116_Mg1Cu2Ni4O8.poscar,118117,mp-2228616,4,0.290305631,MgCu2(NiO2)4,-1.059402772,2.9911132
118114,118118_Mg1V4O7F5.poscar,118119,mp-2228970,4,0.155285019,MgV4O7F5,-2.660550427,14.051631
118131,118135_Mg1Sc1Au2.poscar,118136,mp-1185960,3,0.0,MgScAu2,-0.751493654,3.877462
118132,118136_Mg12Sn2Bi2.poscar,118137,mp-1021377,3,0.096467559,Mg6SnBi,-0.04994608,3.3396144
118135,118139_Ba2Mg2C4O12.poscar,118140,mp-1205395,4,0.00350417,BaMg(CO3)2,-2.563146601,35.437252
118148,118152_Na6Mg8Ta4Si3S15O72.poscar,118153,mp-2714552,6,0.051924467,Na6Mg8Ta4Si3(S5O24)3,-2.433447241,6.3477135
118154,118158_Y1Mg30Fe1O32.poscar,118159,mp-1037801,4,0.069552245,YMg30FeO32,-2.971913101,8.900328
118160,118164_Li1Mg14Fe1O16.poscar,118165,mp-1035445,4,0.017002232,LiMg14FeO16,-2.898479641,6.839027
118169,118173_Ba1Mg14Cd1O16.poscar,118174,mp-1033825,4,0.2043963,BaMg14CdO16,-2.736215317,59.94368
118175,118179_Mg12Mn4O16.poscar,118180,mp-1222140,3,0.020158181,Mg3MnO4,-2.765335829,18.719048
118185,118189_Mg1Mn6O6F6.poscar,118190,mp-2230789,4,0.148418778,MgMn6(OF)6,-2.453952695,6.0770726
118186,118190_Mg14Ti1Nb1O16.poscar,118191,mp-1034139,4,0.160055385,Mg14TiNbO16,-2.848503684,7.7761664
118193,118197_Mg2Bi4O8.poscar,118198,mp-1044669,3,0.168065656,Mg(BiO2)2,-1.891880617,4.6901746
118206,118210_Mg2Ge2.poscar,118211,mp-1185865,2,0.140796324,MgGe,-0.060886787,4.5982237
118210,118214_K2Na2Ca4Mg15Si24O72.poscar,118215,mp-1224991,6,0.035522839,K2Na2Ca4Mg15(SiO3)24,-3.113997362,22.79403
118211,118215_Mg2Ga4.poscar,118216,mp-1094644,2,0.055125442,MgGa2,-0.074512742,4.402025
118215,118219_Mg1Ni4S8.poscar,118220,mp-1398414,3,0.101256962,Mg(NiS2)4,-0.675898065,2.2379353
118226,118230_Nd2Mg1Nb2O8.poscar,118231,mp-2219968,4,0.182183152,Nd2MgNb2O8,-3.177826557,21.215235
118227,118231_Mg8Si12.poscar,118232,mp-1073199,2,0.249459294,Mg2Si3,0.17222405,2.1122665
118230,118234_Mg1Co7O12.poscar,118235,mp-2230039,3,0.226665656,MgCo7O12,-1.215209048,3.76375
118285,118289_Na1Hf1Mg6O7.poscar,118290,mp-1033562,4,0.249792279,NaHfMg6O7,-2.595505885,20.854103
118290,118294_Mg4V2O8.poscar,118295,mp-30545,3,0.056387773,Mg2VO4,-2.798857558,14.361937
118291,118295_Mg1Mn2V2Cu2O8.poscar,118296,mp-2241479,5,0.20703465,MgMn2V2(CuO4)2,-1.912291942,5.141359
118320,118324_K3Na1Mg1Ru2O8.poscar,118325,mp-2232662,5,0.14320595,K3NaMg(RuO4)2,-1.712908238,2.9057198
118323,118327_Mg6Al1Ni1O8.poscar,118328,mp-1033923,4,0.208201312,Mg6AlNiO8,-2.708646905,24.14738
118330,118334_Dy2Mg1Mo2Cl2O8.poscar,118335,mp-2228768,5,0.128839508,Dy2MgMo2(ClO4)2,-2.662643879,13.912677
118338,118342_Rb1Mg6Ga1.poscar,118343,mp-1100154,3,0.267090957,RbMg6Ga,0.199088314,5.1247506
118346,118350_Mg6Si1Ni1O8.poscar,118351,mp-1031808,4,0.409399583,Mg6SiNiO8,-2.527454881,41.846367
118363,118367_Mg6Ti1Al1O8.poscar,118368,mp-1033087,4,0.258257926,Mg6TiAlO8,-2.771235359,4.5834217
118368,118372_Mg16Al12N1.poscar,118373,mp-1185674,3,0.109248853,Mg16Al12N,-0.0251881,2.9851432
118382,118386_Na30Mg9Zr15Si18S18O144.poscar,118387,mp-2713472,6,0.108197019,Na10Mg3Zr5Si6(SO8)6,-2.732328297,9.966655
118384,118388_Mg1Sc1Hg2.poscar,118389,mp-977564,3,0.0,MgScHg2,-0.387603411,4.343073
118385,118389_Mg1Co6O7F5.poscar,118390,mp-2232050,4,0.255172531,MgCo6O7F5,-1.642235785,4.2754855
118387,118391_Rb1Li1Mg6O7.poscar,118392,mp-1031026,4,0.468812081,RbLiMg6O7,-2.294953228,35.691536
118400,118404_Mg1V6O5F19.poscar,118405,mp-2220500,4,0.071909762,MgV6O5F19,-2.836127459,22.031715
118407,118411_Na6Mg2Nb10Si6P12O72.poscar,118412,mp-2715554,6,0.011105535,Na3MgNb5Si3(PO6)6,-2.941000167,4.9478784
118410,118414_Mg4V6O16.poscar,118415,mp-1290452,3,0.046446275,Mg2V3O8,-2.661295657,6.032364
118419,118423_Mg6Si8.poscar,118424,mp-1075392,2,0.310015965,Mg3Si4,0.227263918,3.2151642
118421,118425_Mg12Zn2Sb2.poscar,118426,mp-1022642,3,0.108208694,Mg6ZnSb,-0.073082768,3.1178555
118429,118433_K2Mg4As4O24.poscar,118434,mp-1196082,4,0.396676694,KMg2(AsO6)2,-1.308051522,3.720623
118433,118437_Mg8Si16.poscar,118438,mp-1073599,2,0.236411854,MgSi2,0.172049151,3.5633073
118456,118460_Mg2Ti2W2S8.poscar,118461,mp-1247134,4,0.314346871,MgTiWS4,-1.150894794,7.0643516
118457,118461_Mg1Ti2V2O6.poscar,118462,mp-2217303,4,0.20710586,MgTi2V2O6,-2.688671472,3.7849507
118464,118468_Mg1Fe4Ni1O8.poscar,118469,mp-1221969,4,0.05075781,MgFe4NiO8,-1.799405381,11.599121
118466,118470_Mg10Si4O16F4.poscar,118471,mp-1195642,4,0.0,Mg5Si2(O4F)2,-3.340930508,66.45587
118469,118473_Mg4Tl4Cl12.poscar,118474,mp-1210617,3,0.018300189,MgTlCl3,-1.870611026,13.083253
118475,118479_Mg2Cl4.poscar,118480,mp-570782,2,0.121829773,MgCl2,-2.14368749,71.38966
118476,118480_La2Mg1Ni2O6.poscar,118481,mp-2217996,4,0.324261687,La2Mg(NiO3)2,-2.438163189,22.999172
118479,118483_Mg1Ga4Cu2O8.poscar,118484,mp-2228668,4,0.370424316,MgGa4(CuO4)2,-1.707707413,17.105898
118489,118493_Mg1Sc2Tl1.poscar,118494,mp-866080,3,0.0,MgSc2Tl,-0.192769371,4.65953
118494,118498_Na4Mg6Zn4Si24O60.poscar,118499,mp-1221527,5,0.001764854,Na2Mg3Zn2(Si2O5)6,-3.074375149,37.678596
118513,118517_Ba1La7Mg5Nb3O24.poscar,118518,mp-1173097,5,0.042144013,BaLa7Mg5Nb3O24,-3.468921764,4.8963456
118522,118526_Mg1Mn4Ni2O12.poscar,118527,mp-2230729,4,0.118266693,MgMn4(NiO6)2,-1.646966719,4.003156
118526,118530_Mg1Sc1Tl1.poscar,118531,mp-962071,3,0.382752605,MgScTl,0.242073644,4.2050166
118539,118543_Mg1Ag1Pd2.poscar,118544,mp-1096301,3,2.112672915,MgAgPd2,1.657590873,2.9581218
118543,118547_Mg5H8O9.poscar,118548,mp-697921,3,0.000171346,Mg5H8O9,-2.104766424,29.47059
118547,118551_Rb1Mg14Ni1.poscar,118552,mp-1028344,3,0.227726709,RbMg14Ni,0.179240269,5.6287436
118554,118558_Mg3Pb1.poscar,118559,mp-978293,2,0.013389924,Mg3Pb,-0.03607504,3.0924544
118555,118559_Mg6Cr6As8O32.poscar,118560,mp-1047507,4,0.121789376,Mg3Cr3(AsO4)4,-2.138566355,7.560062
118576,118580_Rb1Li1Mg30O31.poscar,118581,mp-1040161,4,0.108419806,RbLiMg30O31,-2.8765074,49.138428
118590,118594_Mg1Mn6O4F8.poscar,118595,mp-1233879,4,0.147145071,MgMn6(OF2)4,-2.619232411,7.8280344
118594,118598_Mg14B1C1O16.poscar,118599,mp-1033845,4,0.428444813,Mg14BCO16,-2.527526698,2.242012
118618,118622_Ba2Mg1Nb4O12.poscar,118623,mp-2230021,4,0.282110901,Ba2MgNb4O12,-2.869980214,10.208005
118621,118625_Na1Y1Mg14.poscar,118626,mp-1028037,3,0.061214143,NaYMg14,0.021788383,5.2866025
118624,118628_Mg1Mn6O10F2.poscar,118629,mp-2230722,4,0.167587718,MgMn6(O5F)2,-2.067946062,3.0305505
118629,118633_Mg15Fe1.poscar,118634,mp-1023632,2,0.093070487,Mg15Fe,0.079477944,5.8674846
118630,118634_Mg1Ti4Fe3O12.poscar,118635,mp-2229993,4,0.136634006,MgTi4(FeO4)3,-2.753657624,4.703651
118632,118636_Mg1Ti1V4Fe1O12.poscar,118637,mp-2231747,5,0.100040831,MgTiV4FeO12,-2.526977771,4.7059813
118635,118639_K1Mg1Bi1O3.poscar,118640,mp-2225418,4,0.840873744,KMgBiO3,-1.337427768,11.52908
118638,118642_Li4Mg4As4O16.poscar,118643,mp-8870,4,0.00147074,LiMgAsO4,-2.385276528,49.095993
118641,118645_Mg2Cr2Si4O12.poscar,118646,mp-1210573,4,0.020448508,MgCr(SiO3)2,-2.980068848,11.893834
118646,118650_Ba2Y2Mg1Fe4O10.poscar,118651,mp-1233214,5,0.29336384,Ba2Y2Mg(Fe2O5)2,-2.334059501,4.7005982
118655,118659_Mg1Fe6O6F6.poscar,118660,mp-2230319,4,0.221921351,MgFe6(OF)6,-2.100169691,2.3174505
118660,118664_Mg4Co4O8.poscar,118665,mp-1046266,3,0.206709381,MgCoO2,-1.962819147,5.65252
118661,118665_Cs1K1Mg6.poscar,118666,mp-1098049,3,0.258073663,CsKMg6,0.245665365,4.1786275
118667,118671_Mg2Mn3O8.poscar,118672,mp-756696,3,0.041733999,Mg2Mn3O8,-2.208890686,2.7114036
118672,118676_La2Mg1Hg1.poscar,118677,mp-1098699,3,2.44985982,La2MgHg,2.144879754,4.2329698
118691,118695_Hf1Mg6B1O7.poscar,118696,mp-1033263,4,0.596842088,HfMg6BO7,-2.350244704,6.9479566
118692,118696_Ca1Mg5.poscar,118697,mp-1039028,2,0.1509593,CaMg5,0.085567438,5.251256
118703,118707_Y1Mg14Ga1.poscar,118708,mp-1027950,3,0.092604635,YMg14Ga,-0.022382568,4.7127275
118704,118708_Mg4B8H32.poscar,118709,mp-1196763,3,0.02592017,Mg(BH4)2,-0.328042016,52.872444
118730,118734_Ba2Nd2Mg1Cu2B2O10.poscar,118735,mp-2231110,6,0.378130215,Ba2Nd2MgCu2(BO5)2,-2.535195327,4.8180056
118732,118736_Hf1Mg30C1O32.poscar,118737,mp-1038368,4,0.170113822,HfMg30CO32,-2.88151736,18.881802
118733,118737_Ca4Mg4Pd4.poscar,118738,mp-1102662,3,0.0,CaMgPd,-0.620672697,5.055584
118741,118745_Li1Mg1P1.poscar,118746,mp-961683,3,0.34010537,LiMgP,-0.421979042,9.7148695
118749,118753_K1Mg30Al1O32.poscar,118754,mp-1098637,4,0.051574293,KMg30AlO32,-2.993793527,40.51768
118752,118756_Mg2N12O32.poscar,118757,mp-1180607,3,1.149039425,Mg(N3O8)2,0.243007074,4.164135
118758,118762_Sr4Mg1Co2S2O6.poscar,118763,mp-1048717,5,0.223678274,Sr4MgCo2(SO3)2,-2.215209204,9.027526
118777,118781_Mg1Fe6O4F8.poscar,118782,mp-1233442,4,0.207350238,MgFe6(OF2)4,-2.231552012,3.2954168
118790,118794_Eu4Mg4Pb4.poscar,118795,mp-1103008,3,0.0,EuMgPb,-0.454265939,2.4775703
118796,118800_Mg1Mn4Fe2O8.poscar,118801,mp-2232414,4,0.229817789,MgMn4(FeO4)2,-1.826523547,7.7743597
118797,118801_Mg1Mn3H1O6.poscar,118802,mp-2218039,4,0.129252861,MgMn3HO6,-1.993844445,17.299803
118805,118809_Mg30Al1Cd1O32.poscar,118810,mp-1037970,4,0.063139939,Mg30AlCdO32,-2.958209589,4.010304
118816,118820_Mg12Ti2Nb2.poscar,118821,mp-1021352,3,0.167114356,Mg6TiNb,0.151727555,4.460109
118818,118822_Sr1Y1Mg6.poscar,118823,mp-1022804,3,0.07217078,SrYMg6,-0.012156815,4.486329
118821,118825_Mg1Mo2H1O6.poscar,118826,mp-2239842,4,0.137120242,MgMo2HO6,-1.999093439,1.9360943
118822,118826_Mg1Sc2Fe2O6.poscar,118827,mp-2217644,4,0.174689656,MgSc2(FeO3)2,-2.723872418,4.9805207
118824,118828_Mg15V1.poscar,118829,mp-1023611,2,0.097919606,Mg15V,0.080480262,5.6599035
118825,118829_Mg14Cd1Ni1.poscar,118830,mp-1028350,3,0.076285456,Mg14CdNi,0.007587563,4.7702694
118829,118833_Mg4Co4P8O28.poscar,118834,mp-1369942,4,0.035242122,MgCoP2O7,-2.595562281,11.338426
118840,118844_Mg12Ge12Sb8O48.poscar,118845,mp-1325293,4,0.228490655,Mg3Ge3(SbO6)2,-2.131382697,4.7479296
